"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","pressfc","tcdcclm"
"2020-11-01 06:00:00",1,255.2354,9.999e+20,9.999e+20,46291666666666664,98.55956,1.2561303,1.4938793,89139.164,9.999e+20
"2020-11-01 12:00:00",1,254.98814,218.13568,0,3.7037037037037e-05,97.936844,1.6488599,1.4662548,89359.48,100
"2020-11-01 18:00:00",1,255.65152,208,0,2.31481481481481e-05,95.24978,2.6995215,1.3755224,89446.445,100
"2020-11-02 00:00:00",1,256.90378,203,42,9.25925925925926e-06,90.38569,3.526101,1.337356,89386.48,100
"2020-11-02 06:00:00",1,258.40866,234,0,6.01851898148148e-05,96.92954,1.5720483,1.4921204,89194.19,100
"2020-11-02 12:00:00",1,258.5218,238,0,6.48148148148148e-05,97.04244,0.12287109,1.3733716,88962.086,100
"2020-11-02 18:00:00",1,257.8657,234,0,6.01851898148148e-05,97.3554,0.049125977,1.3890588,88768.05,100
"2020-11-03 00:00:00",1,257.76352,225,37,4.16666685185185e-05,97.24518,0.023688965,1.4858569,88781.836,100
"2020-11-03 06:00:00",1,256.923,225,0,4.16666685185185e-05,97.35541,0.67977047,1.3594799,88863.84,100
"2020-11-03 12:00:00",1,254.50705,191,0,9.25925925925926e-06,90.54719,2.8181908,0.47912353,88761.625,87
"2020-11-03 18:00:00",1,255.19226,159,0,0,79.56294,4.6155467,-0.049108885,88480.02,21
"2020-11-04 00:00:00",1,256.30057,176,39,0,74.590355,5.733606,0.96465576,88153.96,87
"2020-11-04 06:00:00",1,255.47179,191,1,0,78.20026,4.915593,1.0699219,88045.56,98
"2020-11-04 12:00:00",1,255.74069,197,0,0,77.60563,2.8507006,1.4649109,88171.65,100
"2020-11-04 18:00:00",1,256.5932,210,0,4.62962962962963e-06,95.24891,1.9679296,1.058833,88461.71,100
"2020-11-05 00:00:00",1,257.90247,222,32,2.77777777777778e-05,97.14931,1.2178198,1.5129541,88804.37,100
"2020-11-05 06:00:00",1,256.50922,212,0,2.77777777777778e-05,95.68973,2.4008398,1.1745068,89031.625,100
"2020-11-05 12:00:00",1,254.94759,165.3822,0,0,72.96942,6.752439,0.53537595,89004.47,39
"2020-11-05 18:00:00",1,257.15088,177,0,0,74.64961,10.738399,0.7133398,88695.3,61
"2020-11-06 00:00:00",1,259.45718,234,27,1.38888888888889e-05,80.34831,12.256706,1.2395825,88507.99,100
"2020-11-06 06:00:00",1,261.11237,242,0,0,76.46166,12.7121725,-0.4080957,88006.73,100
"2020-11-06 12:00:00",1,261.2108,253,0,4.62962962962963e-06,77.557365,13.14704,1.7826611,87863.25,100
"2020-11-06 18:00:00",1,260.92093,227.78644,0,4.62962962962963e-06,80.93132,12.42519,2.1111913,88083.92,81
"2020-11-07 00:00:00",1,263.2372,261.95227,23,2.31481481481481e-05,83.81286,9.555088,2.0050218,88446.14,100
"2020-11-07 06:00:00",1,263.83514,251,0,4.62962962962963e-06,81.45721,8.932192,1.8864233,88672.14,100
"2020-11-07 12:00:00",1,265.89038,239,0,0,81.72746,9.46967,1.2803491,88666.25,96
"2020-11-07 18:00:00",1,265.73672,237.2475,0,0,80.99801,8.179079,1.3217969,88637.94,91
"2020-11-08 00:00:00",1,265.53577,249.38231,24,2.77777777777778e-05,84.66065,4.733806,1.8854101,89010.555,98
"2020-11-08 06:00:00",1,265.172,222,0,0,82.166405,7.307749,1.6014647,89202.664,94
"2020-11-08 12:00:00",1,265.286,244,0,0,84.357895,6.412832,0.94426024,89262.336,97
"2020-11-08 18:00:00",1,263.24915,206,0,0,83.499916,6.434482,0.87615967,89139.49,85
"2020-11-09 00:00:00",1,263.63168,186,30,0,75.427376,6.3139305,0.4748364,88994.41,3
"2020-11-09 06:00:00",1,263.565,187,0,0,58.333515,5.095598,-0.08091797,88777.43,52
"2020-11-09 12:00:00",1,263.20578,197,0,0,52.81858,4.312173,0.043657225,88544.98,100
"2020-11-09 18:00:00",1,263.2467,200,0,0,52.428814,2.8962865,0.72606444,88472.15,100
"2020-11-10 00:00:00",1,262.49014,209,21,0,56.842113,2.1577954,0.89647216,88505.87,100
